nimi,reg_kood,aadress,omavalitsus,maakond,telefon,email,veebileht,direktor_email,lat,lon,allikas,markus
Tartu Lasteaed Meelespea,,"Ilmatsalu, 24a, Tartu",Tartu,,,,,,58.3761861,26.6871999,OpenStreetMap,
Tartu Lasteaed Midrimaa,,"Vanemuise, 28, Tartu",Tartu,,,,,,58.3748251,26.720325,OpenStreetMap,
Tartu Lasteaed Mõmmik,,"Mõisavahe, 31, Tartu",Tartu,,,,,,58.3711052,26.7777167,OpenStreetMap,
Tartu Lasteaed Naerumaa,,"Pepleri, 1a, Tartu",Tartu,,,,,,58.3760879,26.7160383,OpenStreetMap,
Tartu Lasteaed Piilupesa,,"Ropka, 34, Tartu",Tartu,,,,,,58.3575127,26.7293934,OpenStreetMap,
Tartu Lasteaed Poku,,"Anne, 69, Tartu",Tartu,,,,,,58.3750744,26.7603502,OpenStreetMap,
Tartu Lasteaed Pääsupesa,,"Sõpruse pst, 12, Tartu",Tartu,,,,,,58.3754462,26.753085,OpenStreetMap,
Tartu Lasteaed Ristikhein,,"Ropka tee, 25, Tartu",Tartu,,,,,,58.3559369,26.7360916,OpenStreetMap,
Tartu Lasteaed Rukkilill,,"Sepa, 18, Tartu",Tartu,,,,,,58.3506425,26.7255357,OpenStreetMap,
Tartu Lasteaed Rõõmupesa,,"Akadeemia, 2, Tartu",Tartu,,,,,,58.374615,26.7211294,OpenStreetMap,
Tartu Lasteaed Sipsik,,"Kaunase pst, 22, Tartu",Tartu,,,,,,58.3748097,26.7679646,OpenStreetMap,
Tartu Lasteaed Tripsik,,"Kaunase pst, 67, Tartu",Tartu,,,,,,58.3739427,26.7696967,OpenStreetMap,
Tartu Lasteaed Tähtvere,,"A. H. Tammsaare, 10, Tartu",Tartu,,,,,,58.3847502,26.6933722,OpenStreetMap,
Tartu Lasteaed Tõruke,,"Tamme pst, 43a, Tartu",Tartu,,,,,,58.361419,26.7003477,OpenStreetMap,
Tartu Maarjamõisa Lasteaed,,"Ludvig Puusepa, 10, Tartu",Tartu,,,,,,58.3724338,26.6987794,OpenStreetMap,
Tupsiku lasteaed ja lastehoid,,"Mõisavahe, 21, Tartu",Tartu,,,,,,58.3698984,26.7746222,OpenStreetMap,
Tori Lasteaed,,"Pärnu mnt, 21, Tori alevik",Tori alevik,,,,,,58.4789056,24.8065496,OpenStreetMap,
Tõravere lasteaed Tõruke,,"Observatooriumi, 9a, Tõravere alevik",Tõravere alevik,,+372 741 0392,,,,58.2662628,26.4700719,OpenStreetMap,
"Tõrvandi Lasteaed ""Rüblik""",,"Aia, 3, Tõrvandi alevik",Tõrvandi alevik,,,,,,58.3214834,26.7084164,OpenStreetMap,
Uulu Lasteaed,,"Pargi tee, 3, Uulu küla",Uulu küla,,,,,,58.2789174,24.578725,OpenStreetMap,
Raadi Lasteaed Ripsik,,"Mõisatamme, 30, Vahi alevik",Vahi alevik,,,,,,58.4025349,26.7384332,OpenStreetMap,
Vana-Võidu Lasteaed,,"Vana-Võidu pst, 4, Vana-Võidu küla",Vana-Võidu küla,,,,,,58.3936367,25.6610221,OpenStreetMap,
Põlva valla Lasteaed Sinilind,,"Lasteaia, 2, Vastse-Kuuste alevik",Vastse-Kuuste alevik,,,sinilind@polva.ee,https://sinilinnuke.ee/,,58.1641786,26.9332373,OpenStreetMap,
Viimsi Lasteaiad - Pärnamäe maja,,"Vikerkaare tee, 2, Viimsi alevik",Viimsi alevik,,,,https://viimsilasteaiad.ee/meie-lasteaed/,,59.5031791,24.8446967,OpenStreetMap,
Viiratsi Lasteaed Rüblik - Nooruse maja,,"Nooruse, 3, Viiratsi",Viiratsi,,,,https://viiratsilasteaed.viljandivald.ee/,,58.3594996,25.6380124,OpenStreetMap,
Jaani Lastemaja,,"Lossi, 35, Viljandi",Viljandi,,,,https://jaanilastemaja.eelk.ee/,,58.365842,25.6009635,OpenStreetMap,
Viljandi Kesklinna Lasteaed - Mesimummu õppehoone,,"Posti, 20a, Viljandi",Viljandi,,,,,,58.3653482,25.6020361,OpenStreetMap,
Viljandi Kesklinna Lasteaed - Midrimaa õppehoone,,"Tehnika, 12, Viljandi",Viljandi,,,,,,58.3594203,25.5812698,OpenStreetMap,
Viljandi Lasteaed Krõllipesa - Krõlli õppehoone,,"Kagu, 9, Viljandi",Viljandi,,,,http://www.kroll.ee,,58.3692719,25.5838886,OpenStreetMap,
Viljandi Lasteaed Krõllipesa - Mängupesa õppehoone,,"Riia mnt, 30, Viljandi",Viljandi,,,,http://www.mangupesa.ee,,58.3541658,25.5819899,OpenStreetMap,
Viljandi Lasteaed Männimäe,,"Riia mnt, 93, Viljandi",Viljandi,,,,http://www.mannimae.ee,,58.3446066,25.5833478,OpenStreetMap,
Viljandi Waldorflasteaed,,"August Maramaa pst, 6, Viljandi",Viljandi,,,,https://viljandiwaldorf.ee/lasteaed/,,58.369659,25.6028274,OpenStreetMap,
Tahkuranna lasteaed,,"Sadama, 12, Võiste alevik",Võiste alevik,,,,,,58.215078,24.4774763,OpenStreetMap,
Eerika Laululinnu lasteaed,,"Eerika tee, 1, Õssu küla",Õssu küla,,,,,,58.3664791,26.6715501,OpenStreetMap,
Ülenurme lasteaed Nurmepesa,,"Lasteaia, 6, Ülenurme alevik",Ülenurme alevik,,+372 741 2305,info@ylenurmelasteaed.ee,https://nurmepesa.kambja.info/,,58.3125973,26.7236421,OpenStreetMap,
